研报名称,机构名称,发布时间,行业,研报地址
有色金属行业研究：钼：当AI遇上能化与制造，价格剑指新高,国金证券,2026-08-06,小金属,https://pdf.dfcfw.com/pdf/H3_AP202608061827693071_1.pdf?1786003254000.pdf
钼行业专题：工业维生素的战略崛起,国信证券,2026-07-29,小金属,https://pdf.dfcfw.com/pdf/H3_AP202607291827449663_1.pdf?1785332744000.pdf
小金属双周报：多空交织下锡价高位震荡，需求淡季锑价持续新低,华源证券,2026-07-26,小金属,https://pdf.dfcfw.com/pdf/H3_AP202607251827348321_1.pdf?1785059518000.pdf
小金属双周报：集中补库后钨价持续调整，宏观修复推动锡价上涨,华源证券,2026-07-12,小金属,https://pdf.dfcfw.com/pdf/H3_AP202607121826908464_1.pdf?1783847326000.pdf
小金属行业深度报告：AI金属乘风破浪（一）：锡、铟、铪的春天,东吴证券,2026-06-30,小金属,https://pdf.dfcfw.com/pdf/H3_AP202606301826572299_1.pdf?1782818695000.pdf
有色金属行业研究：小金属双周谈：继续看好AI叙事和基本面强共振的钽、钨、稀土、钼等,国金证券,2026-06-29,小金属,https://pdf.dfcfw.com/pdf/H3_AP202606291826521998_1.pdf?1782721672000.pdf
小金属双周报：稀土价格持续反弹，宏观扰动推动锡价调整,华源证券,2026-06-28,小金属,https://pdf.dfcfw.com/pdf/H3_AP202606281826512623_1.pdf?1782647399000.pdf
钼行业专题报告：资源博弈加剧，新兴需求打开成长空间,中邮证券,2026-06-18,小金属,https://pdf.dfcfw.com/pdf/H3_AP202606181823670024_1.pdf?1781805203000.pdf
小金属双周报：集中补库行情驱动，钨价阶段性大幅反弹,华源证券,2026-06-14,小金属,https://pdf.dfcfw.com/pdf/H3_AP202606141823551063_1.pdf?1781457842000.pdf
小金属双周报：钨价高位调整逼近40万大关，锡价延续上涨趋势,华源证券,2026-05-31,小金属,https://pdf.dfcfw.com/pdf/H3_AP202605301823094497_1.pdf?1780220072000.pdf
2026年中国掺稀土光纤企业研究,头豹研究院,2026-05-27,小金属,https://pdf.dfcfw.com/pdf/H3_AP202605271822919650_1.pdf?1779910750000.pdf
小金属双周报：高价库存消化钨价持续调整，地缘冲突改善锡价反弹,华源证券,2026-05-10,小金属,https://pdf.dfcfw.com/pdf/H3_AP202605101822127405_1.pdf?1778445278000.pdf
小金属双周报：钨价高位持续调整，稀土价格震荡整理,华源证券,2026-04-26,小金属,https://pdf.dfcfw.com/pdf/H3_AP202604251821585195_1.pdf?1777216784000.pdf
小金属双周报：稀土价格止跌反弹，北方稀土Q2稀土精矿交易价格环比大增,华源证券,2026-04-12,小金属,https://pdf.dfcfw.com/pdf/H3_AP202604121821139692_1.pdf?1776007456000.pdf
小金属双周报：前期高价库存消化整理，钨价创下历史新高后小幅调整,华源证券,2026-03-29,小金属,https://pdf.dfcfw.com/pdf/H3_AP202603291820835983_1.pdf?1774791585000.pdf
小金属双周报：钨价持续创历史新高，稀土价格近期小幅调整,华源证券,2026-03-15,小金属,https://pdf.dfcfw.com/pdf/H3_AP202603141820563086_1.pdf?1773567511000.pdf
