研报名称,机构名称,发布时间,行业,研报地址
综合行业周报：AI需求持续验证，提升算力需求可预见性,开源证券,2025-11-23,综合行业,https://pdf.dfcfw.com/pdf/H3_AP202511231786831125_1.pdf?1763916231000.pdf
综合行业周报：AI需求可预见性愈发清晰，关注Robotaxi产业机会,开源证券,2025-11-17,综合行业,https://pdf.dfcfw.com/pdf/H3_AP202511171782863234_1.pdf?1763369737000.pdf
