研报名称,机构名称,发布时间,行业,研报地址
环保行业跟踪周报：重申垃圾发电，成长的长江电力；推动新能源重卡规模化应用，重点推荐【龙净环保】,东吴证券,2026-06-15,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606151823573749_1.pdf?1781546908000.pdf
环保行业周报：“十五五”城市更新规划发布，关注管网改造、固废处理领域,信达证券,2026-06-14,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606141823548847_1.pdf?1781432926000.pdf
ESG周报：强化环境权利保障，《国家人权行动计划（2026-2030年）》发布,信达证券,2026-06-14,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606141823550491_1.pdf?1781450358000.pdf
环保行业周报：美航携手谷歌签署大规模SAF协议，全球SAF需求景气度有望持续上行,华源证券,2026-06-14,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606141823553279_1.pdf?1781469752000.pdf
环保行业跟踪周报：SAF价格持续创新高&出口强劲，看好废油脂稀缺增值，关注环保AI+投资机遇,东吴证券,2026-06-08,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606081823354449_1.pdf?1780928310000.pdf
环保行业周报：《城市更新“十五五”规划》发布，水务+固废两大核心赛道有望显著受益,华源证券,2026-06-08,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606081823350386_1.pdf?1780911336000.pdf
环保行业周报：2026版中国RoHS目录发布，行业合规管理能力有望进一步提升,信达证券,2026-06-07,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606071823340178_1.pdf?1780840989000.pdf
2026 年水务行业分析：水价改革渐进式推进，关注水务企业盈利承压、债务扩张与回款风险,联合资信评估,2026-06-04,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606041823251988_1.pdf?1780596008000.pdf
环保行业跟踪周报：SAF价格创新高看好废油脂增值潜力；算力跨界_算电协同_半导体治理共驱环保AI+,东吴证券,2026-06-01,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202606011823138420_1.pdf?1780356548000.pdf
环保行业周报：SAF价格高位运行，关注生物燃料相关企业,信达证券,2026-05-31,环境治理,https://pdf.dfcfw.com/pdf/H3_AP202605311823106889_1.pdf?1780247197000.pdf
