研报名称,机构名称,发布时间,行业,研报地址
食品饮料行业系列报告--白酒专题：行业筑底分化，关注基本面企稳且兼具红利属性的龙头酒企,中银证券,2026-06-30,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202606301826588316_1.pdf?1782837672000.pdf
食品饮料行业2026年半年度策略：配置有望再平衡,东兴证券,2026-06-18,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202606181823661593_1.pdf?1781792936000.pdf
食品饮料行业点评报告：大健康趋势已起，关注新鲜零食业态,华鑫证券,2026-06-09,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202606091823394070_1.pdf?1781026133000.pdf
2026年下半年食品饮料行业投资策略报告：内需叙事强化，价值重估起点,国信证券,2026-05-22,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202605221822693813_1.pdf?1779484295000.pdf
大消费行业2026Q1基金持仓分析：大消费板块重仓比例维持历史低位,万联证券,2026-05-21,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202605211822540927_1.pdf?1779372782000.pdf
食品饮料行业2026Q1基金持仓跟踪报告：食饮重仓比例延续下降趋势，行业筑底修复仍为主线,万联证券,2026-05-20,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202605201822503132_1.pdf?1779312045000.pdf
2026年中国新型酒饮消费者洞察报告：消费结构质变，混合配制酒时代来临（精华版）,头豹研究院,2026-05-13,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202605131822278793_1.pdf?1778701397000.pdf
白酒2025年报及2026一季报总结：出清加速，底部更明朗,东吴证券,2026-05-12,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202605121822216820_1.pdf?1778606998000.pdf
食品饮料行业研究：贵州茅台业绩符合预期，持续关注业绩窗口期催化,国金证券,2026-04-26,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202604261821587028_1.pdf?1777220465000.pdf
白酒板块4月投资策略及26Q1前瞻：26Q1业绩预计延续调整，板块底部信号增多,国信证券,2026-04-15,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202604151821230285_1.pdf?1776258540000.pdf
2026年中国白酒行业信用观察,远东资信,2026-04-13,白酒Ⅱ,https://pdf.dfcfw.com/pdf/H3_AP202604131821161858_1.pdf?1776117708000.pdf
