研报名称,机构名称,发布时间,行业,研报地址
机械设备行业双周报：聚焦业绩与产业趋势高确定性细分领域,东莞证券,2026-04-20,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604201821337480_1.pdf?1776704219000.pdf
2025年中国挖掘机行业：内需复苏与出口增长助力市场变暖（精华版）,头豹研究院,2026-04-20,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604201821347822_1.pdf?1776714726000.pdf
机械设备行业跟踪周报：看好AI投资最受益的燃气轮机&光模块设备；看好先进封装扩产受益的半导体设备,东吴证券,2026-04-19,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604191821320538_1.pdf?1776610737000.pdf
机械设备行业快评报告：行业延续复苏态势，挖掘机与装载机销量均实现双位数同比增长,万联证券,2026-04-15,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604151821235687_1.pdf?1776269428000.pdf
2026年中国起重机行业：高端突破与全球化进阶（精华版）,头豹研究院,2026-04-15,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604151821244491_1.pdf?1776282920000.pdf
精密之基——科学仪器驱动多学科创新的底层逻辑与增长跃迁 头豹词条报告系列,头豹研究院,2026-04-15,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604151821244494_1.pdf?1776283189000.pdf
机械设备行业制造成长周报（第52期）：Lumentum预计两个季度内售罄28年产能，宇树机器人跑出10m_s刷新世界纪录,国信证券,2026-04-15,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604151821247080_1.pdf?1776289041000.pdf
高端装备制造产业研究周报：机器人一级融资持续创新高，智元AI周展示模型能力,国金证券,2026-04-14,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604141821166049_1.pdf?1776155614000.pdf
智能制造行业周报：AI光互连供需趋紧，光模块设备景气上行,爱建证券,2026-04-14,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604141821177585_1.pdf?1776181120000.pdf
装备制造行业周报（4月第2周）：3月挖掘机实现较快增长,世纪证券,2026-04-13,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604131821145584_1.pdf?1776073971000.pdf
人形机器人产业周报：智元物理AI全栈升级，具身大模型开始竞逐,华源证券,2026-04-13,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604131821148909_1.pdf?1776092343000.pdf
人形机器人行业跟踪报告：全球首条万台级人形机器人自动化产线在广东启用,万联证券,2026-04-13,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604131821156454_1.pdf?1776103737000.pdf
工程机械月报：工程机械3月内销恢复，出口继续高增,西南证券,2026-04-13,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604131821158007_1.pdf?1776106610000.pdf
机械设备行业跟踪周报：看好回调较多&估值底部的工程机械；推荐光模块设备进口替代&价值量通胀逻辑,东吴证券,2026-04-12,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604121821140120_1.pdf?1776003930000.pdf
科技：三种可能影响社会的科技趋势,美国政府责任署,2026-04-10,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604101821108121_1.pdf?1775811716000.pdf
工业自动化：从控制到智能-人工智能正在重塑自动化价值金字塔，使其呈沙漏状。,贝恩公司,2026-04-10,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604101821108160_1.pdf?1775813766000.pdf
2025年5G工厂典型应用实践（装备工业）,工信部,2026-04-10,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604101821111897_1.pdf?1775826901000.pdf
机械设备行业简评：挖掘机出口持续高增，龙头公司全球化提速,东海证券,2026-04-10,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604101821111237_1.pdf?1775820372000.pdf
机械设备行业点评报告：光模块等AI基础设施需求爆发催化测试仪器架构升级，头部厂商加速入局、快速受益,东吴证券,2026-04-08,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604071821049870_1.pdf?1775632582000.pdf
机械设备行业制造成长周报（第51期）：马斯克公布Optimus Gen3进展，Related Digital为甲骨文数据中心筹资160亿美元,国信证券,2026-04-08,通用设备,https://pdf.dfcfw.com/pdf/H3_AP202604081821054153_1.pdf?1775637373000.pdf
